created_at,field1(Temperature oC ),field2(Humidity),serial
2025-10-11 10:15:00+09:00,19.846352524320054,68.36419875174441,X0073B9LA2F
2025-10-11 10:20:22+09:00,20.22523069200598,69.59283905751518,X0073B9LA2F
2025-10-11 10:21:22+09:00,20.29582910834497,69.82177824492588,X0073B9LA2F
2025-10-11 10:22:22+09:00,20.373722395995475,69.69538162940579,X0073B9LA2F
2025-10-11 10:23:22+09:00,20.359950674713385,69.70200204608008,X0073B9LA2F
2025-10-11 10:24:22+09:00,20.32041022821241,70.02818080632173,X0073B9LA2F
2025-10-11 10:25:22+09:00,20.43180681934171,70.33938942791227,X0073B9LA2F
2025-10-11 10:26:22+09:00,20.313623079474265,70.04416365465435,X0073B9LA2F
2025-10-11 10:27:22+09:00,20.244024784805923,69.9652384800956,X0073B9LA2F
2025-10-11 10:28:22+09:00,20.51781255950221,70.04608288084754,X0073B9LA2F
2025-10-11 10:29:22+09:00,20.215518574447326,69.89819817506661,X0073B9LA2F
2025-10-11 10:30:22+09:00,20.467045250358325,69.9761406977967,X0073B9LA2F
2025-10-11 10:31:22+09:00,20.3181112696486,70.30311235221723,X0073B9LA2F
2025-10-11 10:32:22+09:00,20.49140927884948,69.98332314569365,X0073B9LA2F
2025-10-11 10:33:22+09:00,20.327554729403392,70.20894168986474,X0073B9LA2F
2025-10-11 10:34:22+09:00,20.513994689614258,70.61488079768311,X0073B9LA2F
2025-10-11 10:35:22+09:00,20.461468126778595,70.22252467969365,X0073B9LA2F
2025-10-11 10:36:22+09:00,20.579569422035345,70.01796518341055,X0073B9LA2F
2025-10-11 10:37:22+09:00,20.36085527313161,70.48901117155253,X0073B9LA2F
2025-10-11 10:38:22+09:00,20.31667441380784,70.5914688418822,X0073B9LA2F
2025-10-11 10:39:22+09:00,20.58864015864137,70.42771864737853,X0073B9LA2F
2025-10-11 10:40:22+09:00,20.62497844958647,70.508057048325,X0073B9LA2F
2025-10-11 10:41:22+09:00,20.604889466030382,70.51173585795465,X0073B9LA2F
2025-10-11 10:42:22+09:00,20.46319250542938,70.41205238684955,X0073B9LA2F
2025-10-11 10:43:22+09:00,20.533214707149547,70.50288464260714,X0073B9LA2F
2025-10-11 10:44:22+09:00,20.67883453673153,70.79373912997082,X0073B9LA2F
2025-10-11 10:45:22+09:00,20.65344562361568,70.74019674021771,X0073B9LA2F
2025-10-11 10:46:22+09:00,20.59953536510928,70.77721870097098,X0073B9LA2F
2025-10-11 10:47:22+09:00,20.536389156518062,70.64244198670498,X0073B9LA2F
2025-10-11 10:48:22+09:00,20.60571470115847,70.85001852127893,X0073B9LA2F
2025-10-11 10:49:22+09:00,20.60970437931983,70.77599287421013,X0073B9LA2F
2025-10-11 10:50:22+09:00,20.65053021396381,70.9078711773061,X0073B9LA2F
2025-10-11 10:51:22+09:00,20.76494149024733,70.71800346651933,X0073B9LA2F
2025-10-11 10:52:22+09:00,20.64906788103486,71.22388844594126,X0073B9LA2F
2025-10-11 10:53:22+09:00,20.523170381357204,71.15206729867147,X0073B9LA2F
2025-10-11 10:54:22+09:00,20.7373691926422,70.95255075681304,X0073B9LA2F
2025-10-11 10:55:22+09:00,20.84729342216549,71.21819049957787,X0073B9LA2F
2025-10-11 10:56:22+09:00,20.916058226231524,71.36164530130942,X0073B9LA2F
2025-10-11 10:57:22+09:00,20.862935787998143,71.34672667049864,X0073B9LA2F
2025-10-11 10:58:22+09:00,20.61882491336633,70.76889592867897,X0073B9LA2F
2025-10-11 10:59:22+09:00,20.850428764519386,71.13504815244889,X0073B9LA2F
2025-10-11 11:00:22+09:00,20.753569426197654,71.5035669788625,X0073B9LA2F
2025-10-11 11:01:22+09:00,20.827840858596392,71.10815912408717,X0073B9LA2F
2025-10-11 11:02:22+09:00,20.773877231255334,71.53809292634203,X0073B9LA2F
2025-10-11 11:03:22+09:00,20.87842479822368,71.45624638915922,X0073B9LA2F
2025-10-11 11:04:22+09:00,21.04256403734009,71.66830523031254,X0073B9LA2F
2025-10-11 11:05:22+09:00,20.750578658608905,71.41909598611223,X0073B9LA2F
2025-10-11 11:06:22+09:00,20.86634431217423,71.53929202972527,X0073B9LA2F
2025-10-11 11:07:22+09:00,20.89520355758301,71.53848889525077,X0073B9LA2F
2025-10-11 11:08:22+09:00,20.932885647934548,71.58822501693913,X0073B9LA2F
2025-10-11 11:09:22+09:00,21.03627560659662,71.64757332177626,X0073B9LA2F
2025-10-11 11:10:22+09:00,20.91962558266164,71.60669232058743,X0073B9LA2F
2025-10-11 11:11:22+09:00,21.10128684728572,71.46583809784397,X0073B9LA2F
2025-10-11 11:12:22+09:00,21.07012121512341,71.63416436641855,X0073B9LA2F
2025-10-11 11:13:22+09:00,21.179480292713706,71.67342013938917,X0073B9LA2F
2025-10-11 11:14:22+09:00,21.066872084548365,71.59423663386703,X0073B9LA2F
2025-10-11 11:15:22+09:00,20.905084218205804,71.7667246908237,X0073B9LA2F
2025-10-11 11:16:22+09:00,21.14398573901301,71.67550192540206,X0073B9LA2F
2025-10-11 11:17:22+09:00,21.25140717287704,71.52800932307507,X0073B9LA2F
2025-10-11 11:18:22+09:00,21.24228219198377,71.90127667414868,X0073B9LA2F
2025-10-11 11:19:22+09:00,21.14335590474216,71.77205255163432,X0073B9LA2F
2025-10-11 11:20:22+09:00,21.301498183446466,71.85035922196609,X0073B9LA2F
2025-10-11 11:21:22+09:00,21.258829740877,71.6807823753577,X0073B9LA2F
2025-10-11 11:22:22+09:00,21.1606804722358,71.82141784932445,X0073B9LA2F
2025-10-11 11:23:22+09:00,21.31058994742196,71.65336232275952,X0073B9LA2F
2025-10-11 11:24:22+09:00,21.32962028656483,72.06650657449009,X0073B9LA2F
2025-10-11 11:25:22+09:00,21.237953450836848,72.11513815586065,X0073B9LA2F
2025-10-11 11:26:22+09:00,21.23924433820853,71.6437661813872,X0073B9LA2F
2025-10-11 11:27:22+09:00,21.409305534050407,71.82081266505367,X0073B9LA2F
2025-10-11 11:28:22+09:00,21.30011563283956,72.24786008458265,X0073B9LA2F
2025-10-11 11:29:22+09:00,21.3227244572978,71.84491590615102,X0073B9LA2F
2025-10-11 11:30:22+09:00,21.33538617385297,72.09826961282705,X0073B9LA2F
2025-10-11 11:31:22+09:00,21.14477519137917,71.96413848614198,X0073B9LA2F
2025-10-11 11:32:22+09:00,21.382933706978523,71.73676969752508,X0073B9LA2F
2025-10-11 11:33:22+09:00,21.437213958002697,71.98087784676348,X0073B9LA2F
2025-10-11 11:34:22+09:00,21.24903474269052,71.95765704098076,X0073B9LA2F
2025-10-11 11:35:22+09:00,21.47829122276515,72.31255421228391,X0073B9LA2F
2025-10-11 11:36:22+09:00,21.3763196530002,72.44823289571178,X0073B9LA2F
2025-10-11 11:37:22+09:00,21.415707400925843,72.13234081619973,X0073B9LA2F
2025-10-11 11:38:22+09:00,21.58014632206651,71.99870874386593,X0073B9LA2F
2025-10-11 11:39:22+09:00,21.463530925237336,72.11152816628889,X0073B9LA2F
2025-10-11 11:40:22+09:00,21.522124832807613,72.2585992001718,X0073B9LA2F
2025-10-11 11:41:22+09:00,21.565283203010093,72.39871667825734,X0073B9LA2F
2025-10-11 11:42:22+09:00,21.54558982866105,72.3519647424293,X0073B9LA2F
2025-10-11 11:43:22+09:00,21.66465433708104,72.29921441214339,X0073B9LA2F
2025-10-11 11:44:22+09:00,21.518439092832967,72.3188347530492,X0073B9LA2F
2025-10-11 11:45:22+09:00,21.66709242088238,72.30542536767136,X0073B9LA2F
2025-10-11 11:46:22+09:00,21.718785374076283,72.54527725357232,X0073B9LA2F
2025-10-11 11:47:22+09:00,21.57123180810097,72.34951131104548,X0073B9LA2F
2025-10-11 11:48:22+09:00,21.817560515246697,72.57015016907934,X0073B9LA2F
2025-10-11 11:49:22+09:00,21.62811602049,72.62580637440756,X0073B9LA2F
2025-10-11 11:50:22+09:00,21.63399079783752,72.25671651181032,X0073B9LA2F
2025-10-11 11:51:22+09:00,21.53761365682873,72.51595490256027,X0073B9LA2F
2025-10-11 11:52:22+09:00,21.57387031667091,72.36662457873304,X0073B9LA2F
2025-10-11 11:53:22+09:00,21.744257942124,72.41936387389012,X0073B9LA2F
2025-10-11 11:54:22+09:00,21.94354091794469,72.43912829046913,X0073B9LA2F
2025-10-11 11:55:22+09:00,21.67914311284255,72.11761579773125,X0073B9LA2F
2025-10-11 11:56:22+09:00,21.80561885895039,72.3308297474292,X0073B9LA2F
2025-10-11 11:57:22+09:00,21.77046369044572,72.84648168051999,X0073B9LA2F
2025-10-11 11:58:22+09:00,21.721498092605533,72.04413050424569,X0073B9LA2F
2025-10-11 11:59:22+09:00,22.04989423875592,72.46790894865705,X0073B9LA2F
2025-10-11 12:00:22+09:00,21.954401765022247,72.67142515383084,X0073B9LA2F
2025-10-11 12:01:22+09:00,21.898477635281843,72.44172952077898,X0073B9LA2F
2025-10-11 12:02:22+09:00,21.851313594727475,72.61430844193208,X0073B9LA2F
2025-10-11 12:03:22+09:00,21.908213042326505,72.62721403628674,X0073B9LA2F
2025-10-11 12:04:22+09:00,22.02031534684347,72.67339950336506,X0073B9LA2F
2025-10-11 12:05:22+09:00,22.02666233299292,72.18354406894233,X0073B9LA2F
2025-10-11 12:06:22+09:00,22.050509775472577,72.57397409592642,X0073B9LA2F
2025-10-11 12:07:22+09:00,22.19897071781445,72.55500161677031,X0073B9LA2F
2025-10-11 12:08:22+09:00,22.04959054556348,72.41246703942123,X0073B9LA2F
2025-10-11 12:09:22+09:00,22.13197067329083,72.64692377389714,X0073B9LA2F
2025-10-11 12:10:22+09:00,21.977532201359,72.73201218023361,X0073B9LA2F
2025-10-11 12:11:22+09:00,22.34350696263136,72.6639323055354,X0073B9LA2F
2025-10-11 12:12:22+09:00,22.228718969448018,72.50474015226844,X0073B9LA2F
2025-10-11 12:13:22+09:00,22.061575316110623,72.54654708517926,X0073B9LA2F
2025-10-11 12:14:22+09:00,22.10173225821737,72.92754146648784,X0073B9LA2F
2025-10-11 12:15:22+09:00,22.110008951461403,72.95673487365121,X0073B9LA2F
2025-10-11 12:16:22+09:00,22.20508890433189,72.73410121546917,X0073B9LA2F
2025-10-11 12:17:22+09:00,22.489437820546904,73.01619614443005,X0073B9LA2F
2025-10-11 12:18:22+09:00,22.523356566157947,73.04369727609377,X0073B9LA2F
2025-10-11 12:19:22+09:00,22.21247392054052,72.94623848822127,X0073B9LA2F
2025-10-11 12:20:22+09:00,22.289343952965204,72.83578547757361,X0073B9LA2F
2025-10-11 12:21:22+09:00,22.343101259804005,73.17631414567107,X0073B9LA2F
