created_at,field1(Temperature oC ),field2(Humidity),serial
2025-11-03 07:40:00+09:00,18.773318892310744,54.67137275136642,X8158B4WS1A
2025-11-03 07:45:46+09:00,19.24690596299176,55.78873419386457,X8158B4WS1A
2025-11-03 07:46:46+09:00,19.329030888543382,55.98249629371974,X8158B4WS1A
2025-11-03 07:47:46+09:00,19.27422697056005,56.167046832438,X8158B4WS1A
2025-11-03 07:48:46+09:00,19.211756053851644,56.07908585142859,X8158B4WS1A
2025-11-03 07:49:46+09:00,19.359699369247817,56.158924407217086,X8158B4WS1A
2025-11-03 07:50:46+09:00,19.290098204981664,56.32437643319887,X8158B4WS1A
2025-11-03 07:51:46+09:00,19.531913296804152,55.986856142810616,X8158B4WS1A
2025-11-03 07:52:46+09:00,19.556294307293733,56.04149307586772,X8158B4WS1A
2025-11-03 07:53:46+09:00,19.38517599879348,56.38650237958704,X8158B4WS1A
2025-11-03 07:54:46+09:00,19.46206030989901,56.34565871413111,X8158B4WS1A
2025-11-03 07:55:46+09:00,19.35682399781772,56.4777337007685,X8158B4WS1A
2025-11-03 07:56:46+09:00,19.59815452346384,56.37401444607057,X8158B4WS1A
2025-11-03 07:57:46+09:00,19.52336303079773,56.273133752535024,X8158B4WS1A
2025-11-03 07:58:46+09:00,19.62473139932404,56.3483754993464,X8158B4WS1A
2025-11-03 07:59:46+09:00,19.47276690491639,56.36249630261732,X8158B4WS1A
2025-11-03 08:00:46+09:00,19.474864616000264,56.479003487649656,X8158B4WS1A
2025-11-03 08:01:46+09:00,19.527164261603733,56.229191306745136,X8158B4WS1A
2025-11-03 08:02:46+09:00,19.52710121406442,56.84321374710304,X8158B4WS1A
2025-11-03 08:03:46+09:00,19.686960448469986,56.7290180471345,X8158B4WS1A
2025-11-03 08:04:46+09:00,19.55386596724241,56.8883242909851,X8158B4WS1A
2025-11-03 08:05:46+09:00,19.45229377406249,56.517307127307554,X8158B4WS1A
2025-11-03 08:06:46+09:00,19.601997825335232,56.57436412332153,X8158B4WS1A
2025-11-03 08:07:46+09:00,19.79385111592703,56.71516192425031,X8158B4WS1A
2025-11-03 08:08:46+09:00,19.60991800644793,56.58645926508004,X8158B4WS1A
2025-11-03 08:09:46+09:00,19.6397370490644,56.86260244840698,X8158B4WS1A
2025-11-03 08:10:46+09:00,19.745990115262536,56.82134101356684,X8158B4WS1A
2025-11-03 08:11:46+09:00,19.61698350496724,57.150544106303634,X8158B4WS1A
2025-11-03 08:12:46+09:00,19.93417145426656,57.0825616468487,X8158B4WS1A
2025-11-03 08:13:46+09:00,19.65063244448089,57.20426791008235,X8158B4WS1A
2025-11-03 08:14:46+09:00,19.73375958224297,57.1624639898714,X8158B4WS1A
2025-11-03 08:15:46+09:00,19.87215294255346,56.8084851445562,X8158B4WS1A
2025-11-03 08:16:46+09:00,19.85176970752814,56.8081883999381,X8158B4WS1A
2025-11-03 08:17:46+09:00,19.666048622988537,57.12972262080501,X8158B4WS1A
2025-11-03 08:18:46+09:00,19.905857659594457,57.32346067190887,X8158B4WS1A
2025-11-03 08:19:46+09:00,19.9076750686178,57.26018610276262,X8158B4WS1A
2025-11-03 08:20:46+09:00,19.96634100346915,57.09065277827618,X8158B4WS1A
2025-11-03 08:21:46+09:00,19.9834740853294,57.09256936262102,X8158B4WS1A
2025-11-03 08:22:46+09:00,19.98316327365762,57.16528229247296,X8158B4WS1A
2025-11-03 08:23:46+09:00,20.01310820583474,57.05405554734965,X8158B4WS1A
2025-11-03 08:24:46+09:00,19.973063068821062,57.115072824306864,X8158B4WS1A
2025-11-03 08:25:46+09:00,20.09886025779139,57.318289103065496,X8158B4WS1A
2025-11-03 08:26:46+09:00,19.78011476105393,56.91471278562078,X8158B4WS1A
2025-11-03 08:27:46+09:00,20.05155820555221,57.37963276617047,X8158B4WS1A
2025-11-03 08:28:46+09:00,20.02754486348102,57.233707024654045,X8158B4WS1A
2025-11-03 08:29:46+09:00,19.755495840436605,57.02051950428447,X8158B4WS1A
2025-11-03 08:30:46+09:00,20.054907099402147,57.333559622418704,X8158B4WS1A
2025-11-03 08:31:46+09:00,19.912343844679945,57.1876931466609,X8158B4WS1A
